Game_Date,Sport,League_ID,Game_Status,Home_Team,Away_Team,Home_Score_Final,Away_Score_Final,Game_ID
2023-04-19 17:10:00,Baseball,1,Finished,Miami Marlins,San Francisco Giants,,,136446
2023-04-19 17:10:00,Baseball,1,Finished,Detroit Tigers,Cleveland Guardians,,,136455
2023-04-19 17:15:00,Baseball,1,Finished,St.Louis Cardinals,Arizona Diamondbacks,,,136431
2023-04-19 18:10:00,Baseball,1,Finished,Kansas City Royals,Texas Rangers,,,136453
2023-04-19 18:10:00,Baseball,1,Finished,Chicago White Sox,Philadelphia Phillies,,,136457
2023-04-19 19:10:00,Baseball,1,Finished,Colorado Rockies,Pittsburgh Pirates,,,136447
2023-04-19 19:10:00,Baseball,1,Finished,Los Angeles Dodgers,New York Mets,,,136452
2023-04-19 19:37:00,Baseball,1,Finished,Oakland Athletics,Chicago Cubs,,,136451
2023-04-19 20:10:00,Baseball,1,Finished,Seattle Mariners,Milwaukee Brewers,,,136450
2023-04-19 20:10:00,Baseball,1,Finished,San Diego Padres,Atlanta Braves,,,136459
2023-04-19 23:05:00,Baseball,1,Finished,New York Yankees,Los Angeles Angels,,,136448
2023-04-19 23:05:00,Baseball,1,Finished,Washington Nationals,Baltimore Orioles,,,136460
2023-04-19 23:10:00,Baseball,1,Finished,Boston Red Sox,Minnesota Twins,,,136458
2023-04-20 00:10:00,Baseball,1,Finished,Houston Astros,Toronto Blue Jays,,,136454
2023-04-20 17:35:00,Baseball,1,Finished,Boston Red Sox,Minnesota Twins,,,136463
2023-04-20 20:05:00,Baseball,1,Finished,New York Yankees,Los Angeles Angels,,,136461
2023-04-20 22:35:00,Baseball,1,Finished,Pittsburgh Pirates,Cincinnati Reds,,,136466
2023-04-20 22:40:00,Baseball,1,Finished,Philadelphia Phillies,Colorado Rockies,,,136467
2023-04-20 23:40:00,Baseball,1,Finished,Chicago Cubs,Los Angeles Dodgers,,,136465
2023-04-21 01:40:00,Baseball,1,Finished,Arizona Diamondbacks,San Diego Padres,,,136464
2023-04-21 01:45:00,Baseball,1,Finished,San Francisco Giants,New York Mets,,,136462
2023-04-21 18:20:00,Baseball,1,Finished,Chicago Cubs,Los Angeles Dodgers,,,136474
2023-04-21 22:35:00,Baseball,1,Finished,Pittsburgh Pirates,Cincinnati Reds,,,136479
2023-04-21 22:40:00,Baseball,1,Finished,Tampa Bay Rays,Chicago White Sox,,,136470
2023-04-21 23:05:00,Baseball,1,Finished,New York Yankees,Toronto Blue Jays,,,136468
2023-04-21 23:05:00,Baseball,1,Finished,Baltimore Orioles,Detroit Tigers,,,136475
2023-04-21 23:05:00,Baseball,1,Finished,Philadelphia Phillies,Colorado Rockies,,,136480
2023-04-21 23:20:00,Baseball,1,Finished,Atlanta Braves,Houston Astros,,,136476
2023-04-22 00:05:00,Baseball,1,Finished,Texas Rangers,Oakland Athletics,,,136469
2023-04-22 00:10:00,Baseball,1,Finished,Milwaukee Brewers,Boston Red Sox,,,136481
2023-04-22 00:10:00,Baseball,1,Finished,Minnesota Twins,Washington Nationals,,,136482
2023-04-22 01:38:00,Baseball,1,Finished,Los Angeles Angels,Kansas City Royals,,,136473
2023-04-22 01:40:00,Baseball,1,Finished,Arizona Diamondbacks,San Diego Padres,,,136477
2023-04-22 02:10:00,Baseball,1,Finished,Seattle Mariners,St.Louis Cardinals,,,136472
2023-04-22 02:15:00,Baseball,1,Finished,San Francisco Giants,New York Mets,,,136471
2023-04-22 17:05:00,Baseball,1,Finished,New York Yankees,Toronto Blue Jays,,,136483
2023-04-22 18:10:00,Baseball,1,Finished,Minnesota Twins,Washington Nationals,,,136497
2023-04-22 18:20:00,Baseball,1,Finished,Chicago Cubs,Los Angeles Dodgers,,,136491
2023-04-22 19:05:00,Baseball,1,Finished,Philadelphia Phillies,Colorado Rockies,,,136494
2023-04-22 19:10:00,Baseball,1,Finished,Cleveland Guardians,Miami Marlins,,,136490
2023-04-22 20:05:00,Baseball,1,Finished,Tampa Bay Rays,Chicago White Sox,,,136485
2023-04-22 20:05:00,Baseball,1,Finished,San Francisco Giants,New York Mets,,,136487
2023-04-22 22:10:00,Baseball,1,Finished,Cleveland Guardians,Miami Marlins,,,136478
2023-04-22 22:35:00,Baseball,1,Finished,Pittsburgh Pirates,Cincinnati Reds,,,136495
2023-04-22 23:05:00,Baseball,1,Finished,Texas Rangers,Oakland Athletics,,,136484
2023-04-22 23:05:00,Baseball,1,Finished,Baltimore Orioles,Detroit Tigers,,,136510
2023-04-22 23:10:00,Baseball,1,Finished,Milwaukee Brewers,Boston Red Sox,,,136496
2023-04-22 23:20:00,Baseball,1,Finished,Atlanta Braves,Houston Astros,,,136488
2023-04-23 00:10:00,Baseball,1,Finished,Arizona Diamondbacks,San Diego Padres,,,136493
2023-04-23 01:07:00,Baseball,1,Finished,Los Angeles Angels,Kansas City Royals,,,136489
2023-04-23 01:40:00,Baseball,1,Finished,Seattle Mariners,St.Louis Cardinals,,,136486
2023-04-23 16:05:00,Baseball,1,Finished,Philadelphia Phillies,Colorado Rockies,,,136498
2023-04-23 17:35:00,Baseball,1,Finished,Baltimore Orioles,Detroit Tigers,,,136492
2023-04-23 17:35:00,Baseball,1,Finished,Pittsburgh Pirates,Cincinnati Reds,,,136499
2023-04-23 17:35:00,Baseball,1,Finished,New York Yankees,Toronto Blue Jays,,,136502
2023-04-23 17:35:00,Baseball,1,Finished,Atlanta Braves,Houston Astros,,,136511
2023-04-23 17:40:00,Baseball,1,Finished,Tampa Bay Rays,Chicago White Sox,,,136504
2023-04-23 17:40:00,Baseball,1,Finished,Cleveland Guardians,Miami Marlins,,,136507
2023-04-23 18:10:00,Baseball,1,Finished,Milwaukee Brewers,Boston Red Sox,,,136500
2023-04-23 18:10:00,Baseball,1,Finished,Minnesota Twins,Washington Nationals,,,136501
2023-04-23 18:20:00,Baseball,1,Finished,Chicago Cubs,Los Angeles Dodgers,,,136509
2023-04-23 18:35:00,Baseball,1,Finished,Texas Rangers,Oakland Athletics,,,136503
2023-04-23 20:07:00,Baseball,1,Finished,Los Angeles Angels,Kansas City Royals,,,136508
2023-04-23 20:10:00,Baseball,1,Finished,Seattle Mariners,St.Louis Cardinals,,,136505
2023-04-23 20:10:00,Baseball,1,Finished,Arizona Diamondbacks,San Diego Padres,,,136512
2023-04-23 23:10:00,Baseball,1,Finished,San Francisco Giants,New York Mets,,,136506
2023-04-24 22:10:00,Baseball,1,Finished,Cleveland Guardians,Colorado Rockies,,,136518
2023-04-24 22:35:00,Baseball,1,Finished,Baltimore Orioles,Boston Red Sox,,,136521
2023-04-24 22:40:00,Baseball,1,Finished,Tampa Bay Rays,Houston Astros,,,136514
2023-04-24 22:40:00,Baseball,1,Finished,Cincinnati Reds,Texas Rangers,,,136517
2023-04-24 23:07:00,Baseball,1,Finished,Toronto Blue Jays,Chicago White Sox,,,136513
2023-04-24 23:20:00,Baseball,1,Finished,Atlanta Braves,Miami Marlins,,,136519
2023-04-24 23:40:00,Baseball,1,Finished,Milwaukee Brewers,Detroit Tigers,,,136522
2023-04-24 23:40:00,Baseball,1,Finished,Minnesota Twins,New York Yankees,,,136523
2023-04-25 01:38:00,Baseball,1,Finished,Los Angeles Angels,Oakland Athletics,,,136516
2023-04-25 01:40:00,Baseball,1,Finished,Arizona Diamondbacks,Kansas City Royals,,,136520
2023-04-25 01:45:00,Baseball,1,Finished,San Francisco Giants,St.Louis Cardinals,,,136515
2023-04-25 22:10:00,Baseball,1,Finished,Cleveland Guardians,Colorado Rockies,,,136530
2023-04-25 22:35:00,Baseball,1,Finished,Baltimore Orioles,Boston Red Sox,,,136532
2023-04-25 22:35:00,Baseball,1,Finished,Pittsburgh Pirates,Los Angeles Dodgers,,,136535
2023-04-25 22:40:00,Baseball,1,Finished,Tampa Bay Rays,Houston Astros,,,136526
2023-04-25 22:40:00,Baseball,1,Finished,Philadelphia Phillies,Seattle Mariners,,,136536
2023-04-25 22:40:00,Baseball,1,Finished,Cincinnati Reds,Texas Rangers,,,136547
2023-04-25 23:07:00,Baseball,1,Finished,Toronto Blue Jays,Chicago White Sox,,,136525
2023-04-25 23:10:00,Baseball,1,Finished,New York Mets,Washington Nationals,,,136528
2023-04-25 23:20:00,Baseball,1,Finished,Atlanta Braves,Miami Marlins,,,136533
2023-04-25 23:40:00,Baseball,1,Finished,Chicago Cubs,San Diego Padres,,,136529
2023-04-25 23:40:00,Baseball,1,Finished,Minnesota Twins,New York Yankees,,,136537
2023-04-25 23:40:00,Baseball,1,Finished,Milwaukee Brewers,Detroit Tigers,,,136538
2023-04-26 01:38:00,Baseball,1,Finished,Los Angeles Angels,Oakland Athletics,,,136524
2023-04-26 01:40:00,Baseball,1,Finished,Arizona Diamondbacks,Kansas City Royals,,,136534
2023-04-26 01:45:00,Baseball,1,Finished,San Francisco Giants,St.Louis Cardinals,,,136527
2023-04-26 16:35:00,Baseball,1,Finished,Cincinnati Reds,Texas Rangers,,,136531
2023-04-26 17:05:00,Baseball,1,Finished,Baltimore Orioles,Boston Red Sox,,,136549
2023-04-26 17:07:00,Baseball,1,Finished,Toronto Blue Jays,Chicago White Sox,,,136542
2023-04-26 17:10:00,Baseball,1,Finished,Minnesota Twins,New York Yankees,,,136539
2023-04-26 17:10:00,Baseball,1,Finished,Cleveland Guardians,Colorado Rockies,,,136546
2023-04-26 17:40:00,Baseball,1,Finished,Milwaukee Brewers,Detroit Tigers,,,136540
2023-04-26 19:40:00,Baseball,1,Finished,Arizona Diamondbacks,Kansas City Royals,,,136551
2023-04-26 22:35:00,Baseball,1,Finished,Pittsburgh Pirates,Los Angeles Dodgers,,,136552
2023-04-26 22:40:00,Baseball,1,Finished,Tampa Bay Rays,Houston Astros,,,136543
2023-04-26 22:40:00,Baseball,1,Finished,Philadelphia Phillies,Seattle Mariners,,,136553
2023-04-26 23:10:00,Baseball,1,Finished,New York Mets,Washington Nationals,,,136541
2023-04-26 23:20:00,Baseball,1,Finished,Atlanta Braves,Miami Marlins,,,136559
2023-04-26 23:40:00,Baseball,1,Finished,Chicago Cubs,San Diego Padres,,,136548
2023-04-27 01:38:00,Baseball,1,Finished,Los Angeles Angels,Oakland Athletics,,,136545
2023-04-27 01:45:00,Baseball,1,Finished,San Francisco Giants,St.Louis Cardinals,,,136544
2023-04-27 16:20:00,Baseball,1,Finished,Atlanta Braves,Miami Marlins,,,136550
2023-04-27 16:35:00,Baseball,1,Finished,Pittsburgh Pirates,Los Angeles Dodgers,,,136554
2023-04-27 17:05:00,Baseball,1,Finished,Philadelphia Phillies,Seattle Mariners,,,136555
2023-04-27 18:20:00,Baseball,1,Finished,Chicago Cubs,San Diego Padres,,,136563
2023-04-27 19:45:00,Baseball,1,Finished,San Francisco Giants,St.Louis Cardinals,,,136558
2023-04-27 20:07:00,Baseball,1,Finished,Los Angeles Angels,Oakland Athletics,,,136560
2023-04-27 22:40:00,Baseball,1,Finished,Detroit Tigers,Baltimore Orioles,,,136561
2023-04-27 23:10:00,Baseball,1,Finished,New York Mets,Washington Nationals,,,136556
2023-04-27 23:10:00,Baseball,1,Finished,Chicago White Sox,Tampa Bay Rays,,,136562
2023-04-27 23:40:00,Baseball,1,Finished,Minnesota Twins,Kansas City Royals,,,136564
2023-04-28 00:05:00,Baseball,1,Finished,Texas Rangers,New York Yankees,,,136557
2023-04-28 20:10:00,Baseball,1,Finished,Minnesota Twins,Kansas City Royals,,,136576
2023-04-28 22:40:00,Baseball,1,Finished,Miami Marlins,Chicago Cubs,,,136574
2023-04-28 23:07:00,Baseball,1,Finished,Toronto Blue Jays,Seattle Mariners,,,136573
2023-04-28 23:10:00,Baseball,1,Finished,Boston Red Sox,Cleveland Guardians,,,136565
2023-04-28 23:10:00,Baseball,1,Finished,Chicago White Sox,Tampa Bay Rays,,,136566
2023-04-28 23:10:00,Baseball,1,Finished,New York Mets,Atlanta Braves,,,136570
2023-04-29 00:05:00,Baseball,1,Finished,Texas Rangers,New York Yankees,,,136572
2023-04-29 00:10:00,Baseball,1,Finished,Houston Astros,Philadelphia Phillies,,,136568
2023-04-29 00:10:00,Baseball,1,Finished,Milwaukee Brewers,Los Angeles Angels,,,136577
2023-04-29 00:40:00,Baseball,1,Finished,Colorado Rockies,Arizona Diamondbacks,,,136578
2023-04-29 01:40:00,Baseball,1,Finished,Oakland Athletics,Cincinnati Reds,,,136571
2023-04-29 02:10:00,Baseball,1,Finished,Los Angeles Dodgers,St.Louis Cardinals,,,136569
2023-04-29 16:10:00,Baseball,1,Finished,Detroit Tigers,Baltimore Orioles,,,136567
2023-04-29 17:05:00,Baseball,1,Finished,Washington Nationals,Pittsburgh Pirates,,,136579
2023-04-29 18:10:00,Baseball,1,Finished,Minnesota Twins,Kansas City Royals,,,136580
2023-04-29 19:07:00,Baseball,1,Finished,Toronto Blue Jays,Seattle Mariners,,,136581
2023-04-29 20:05:00,Baseball,1,Finished,Miami Marlins,Chicago Cubs,,,136591
2023-04-29 20:07:00,Baseball,1,Finished,Oakland Athletics,Cincinnati Reds,,,136584
2023-04-29 20:10:00,Baseball,1,Finished,Boston Red Sox,Cleveland Guardians,,,136590
2023-04-29 21:10:00,Baseball,1,Finished,Houston Astros,Philadelphia Phillies,,,136587
2023-04-29 21:10:00,Baseball,1,Finished,Detroit Tigers,Baltimore Orioles,,,136588
2023-04-29 22:05:00,Baseball,1,Finished,Washington Nationals,Pittsburgh Pirates,,,136575
2023-04-29 22:05:00,Baseball,1,Finished,San Diego Padres,San Francisco Giants,,,136583
2023-04-29 23:05:00,Baseball,1,Finished,Texas Rangers,New York Yankees,,,136582
2023-04-29 23:10:00,Baseball,1,Finished,Chicago White Sox,Tampa Bay Rays,,,136589
2023-04-29 23:10:00,Baseball,1,Finished,Milwaukee Brewers,Los Angeles Angels,,,136592
2023-04-30 00:10:00,Baseball,1,Finished,Colorado Rockies,Arizona Diamondbacks,,,136593
2023-04-30 01:10:00,Baseball,1,Finished,Los Angeles Dodgers,St.Louis Cardinals,,,136586
2023-04-30 16:05:00,Baseball,1,Finished,Miami Marlins,Chicago Cubs,,,136595
2023-04-30 17:35:00,Baseball,1,Finished,Washington Nationals,Pittsburgh Pirates,,,136594
2023-04-30 17:35:00,Baseball,1,Finished,Boston Red Sox,Cleveland Guardians,,,136608
2023-04-30 17:37:00,Baseball,1,Finished,Toronto Blue Jays,Seattle Mariners,,,136603
2023-04-30 17:40:00,Baseball,1,Finished,Detroit Tigers,Baltimore Orioles,,,136606
2023-04-30 18:10:00,Baseball,1,Finished,Milwaukee Brewers,Los Angeles Angels,,,136596
2023-04-30 18:10:00,Baseball,1,Finished,Minnesota Twins,Kansas City Royals,,,136597
2023-04-30 18:10:00,Baseball,1,Finished,Chicago White Sox,Tampa Bay Rays,,,136607
2023-04-30 18:35:00,Baseball,1,Finished,Texas Rangers,New York Yankees,,,136600
2023-04-30 19:10:00,Baseball,1,Finished,Colorado Rockies,Arizona Diamondbacks,,,136598
2023-04-30 20:05:00,Baseball,1,Finished,San Diego Padres,San Francisco Giants,,,136601
2023-04-30 20:07:00,Baseball,1,Finished,Oakland Athletics,Cincinnati Reds,,,136602
2023-04-30 20:10:00,Baseball,1,Finished,Los Angeles Dodgers,St.Louis Cardinals,,,136604
2023-04-30 23:10:00,Baseball,1,Finished,Houston Astros,Philadelphia Phillies,,,136605
2023-05-01 17:10:00,Baseball,1,Finished,New York Mets,Atlanta Braves,,,136610
2023-05-01 20:10:00,Baseball,1,Finished,New York Mets,Atlanta Braves,,,136599
2023-05-01 23:05:00,Baseball,1,Finished,New York Yankees,Cleveland Guardians,,,136609
2023-05-01 23:05:00,Baseball,1,Finished,Washington Nationals,Chicago Cubs,,,136614
2023-05-01 23:10:00,Baseball,1,Finished,Boston Red Sox,Toronto Blue Jays,,,136613
2023-05-02 00:10:00,Baseball,1,Finished,Houston Astros,San Francisco Giants,,,136612
2023-05-02 01:40:00,Baseball,1,Finished,San Diego Padres,Cincinnati Reds,,,136615
2023-05-02 02:10:00,Baseball,1,Finished,Los Angeles Dodgers,Philadelphia Phillies,,,136611
2023-05-02 22:40:00,Baseball,1,Finished,Tampa Bay Rays,Pittsburgh Pirates,,,136618
2023-05-02 22:40:00,Baseball,1,Finished,Miami Marlins,Atlanta Braves,,,136627
2023-05-02 23:05:00,Baseball,1,Finished,New York Yankees,Cleveland Guardians,,,136616
2023-05-02 23:05:00,Baseball,1,Finished,Washington Nationals,Chicago Cubs,,,136628
2023-05-02 23:10:00,Baseball,1,Finished,Boston Red Sox,Toronto Blue Jays,,,136621
2023-05-02 23:10:00,Baseball,1,Finished,Chicago White Sox,Minnesota Twins,,,136626
2023-05-02 23:40:00,Baseball,1,Finished,Kansas City Royals,Baltimore Orioles,,,136623
2023-05-02 23:45:00,Baseball,1,Finished,St.Louis Cardinals,Los Angeles Angels,,,136619
2023-05-03 00:05:00,Baseball,1,Finished,Texas Rangers,Arizona Diamondbacks,,,136617
2023-05-03 00:10:00,Baseball,1,Finished,Houston Astros,San Francisco Giants,,,136624
2023-05-03 00:40:00,Baseball,1,Finished,Colorado Rockies,Milwaukee Brewers,,,136629
2023-05-03 01:40:00,Baseball,1,Finished,Oakland Athletics,Seattle Mariners,,,136620
2023-05-03 01:40:00,Baseball,1,Finished,San Diego Padres,Cincinnati Reds,,,136630
2023-05-03 02:10:00,Baseball,1,Finished,Los Angeles Dodgers,Philadelphia Phillies,,,136622
2023-05-03 17:40:00,Baseball,1,Finished,Detroit Tigers,New York Mets,,,136625
2023-05-03 18:05:00,Baseball,1,Finished,Texas Rangers,Arizona Diamondbacks,,,136631
2023-05-03 18:10:00,Baseball,1,Finished,Houston Astros,San Francisco Giants,,,136636
2023-05-03 20:10:00,Baseball,1,Finished,Los Angeles Dodgers,Philadelphia Phillies,,,136637
2023-05-03 20:10:00,Baseball,1,Finished,San Diego Padres,Cincinnati Reds,,,136642
2023-05-03 22:40:00,Baseball,1,Finished,Tampa Bay Rays,Pittsburgh Pirates,,,136632
2023-05-03 22:40:00,Baseball,1,Finished,Detroit Tigers,New York Mets,,,136638
2023-05-03 22:40:00,Baseball,1,Finished,Miami Marlins,Atlanta Braves,,,136643
2023-05-03 23:05:00,Baseball,1,Finished,New York Yankees,Cleveland Guardians,,,136634
2023-05-03 23:05:00,Baseball,1,Finished,Washington Nationals,Chicago Cubs,,,136644
2023-05-03 23:10:00,Baseball,1,Finished,Chicago White Sox,Minnesota Twins,,,136639
2023-05-03 23:10:00,Baseball,1,Finished,Boston Red Sox,Toronto Blue Jays,,,136640
2023-05-03 23:40:00,Baseball,1,Finished,Kansas City Royals,Baltimore Orioles,,,136641
2023-05-03 23:45:00,Baseball,1,Finished,St.Louis Cardinals,Los Angeles Angels,,,136649
2023-05-04 00:40:00,Baseball,1,Finished,Colorado Rockies,Milwaukee Brewers,,,136645
2023-05-04 02:45:00,Baseball,1,Finished,Oakland Athletics,Seattle Mariners,,,136635
2023-05-04 17:05:00,Baseball,1,Finished,Washington Nationals,Chicago Cubs,,,136646
2023-05-04 17:10:00,Baseball,1,Finished,Tampa Bay Rays,Pittsburgh Pirates,,,136650
2023-05-04 17:10:00,Baseball,1,Finished,Detroit Tigers,New York Mets,,,136652
2023-05-04 17:15:00,Baseball,1,Finished,St.Louis Cardinals,Los Angeles Angels,,,136633
2023-05-04 18:10:00,Baseball,1,Finished,Kansas City Royals,Baltimore Orioles,,,136651
2023-05-04 18:10:00,Baseball,1,Finished,Chicago White Sox,Minnesota Twins,,,136653
2023-05-04 19:10:00,Baseball,1,Finished,Colorado Rockies,Milwaukee Brewers,,,136647
2023-05-04 19:37:00,Baseball,1,Finished,Oakland Athletics,Seattle Mariners,,,136648
2023-05-04 20:10:00,Baseball,1,Finished,Miami Marlins,Atlanta Braves,,,136655
2023-05-04 22:10:00,Baseball,1,Finished,Boston Red Sox,Toronto Blue Jays,,,136654
2023-05-05 18:20:00,Baseball,1,Finished,Chicago Cubs,Miami Marlins,,,136665
2023-05-05 22:35:00,Baseball,1,Finished,Pittsburgh Pirates,Toronto Blue Jays,,,136668
2023-05-05 22:40:00,Baseball,1,Finished,Tampa Bay Rays,New York Yankees,,,136656
2023-05-05 22:40:00,Baseball,1,Finished,Cincinnati Reds,Chicago White Sox,,,136664
2023-05-05 23:05:00,Baseball,1,Finished,Philadelphia Phillies,Boston Red Sox,,,136669
2023-05-05 23:10:00,Baseball,1,Finished,New York Mets,Colorado Rockies,,,136660
2023-05-05 23:10:00,Baseball,1,Finished,Cleveland Guardians,Minnesota Twins,,,136663
2023-05-05 23:20:00,Baseball,1,Finished,Atlanta Braves,Baltimore Orioles,,,136666
2023-05-06 00:10:00,Baseball,1,Finished,Kansas City Royals,Oakland Athletics,,,136661
2023-05-06 00:15:00,Baseball,1,Finished,St.Louis Cardinals,Detroit Tigers,,,136673
2023-05-06 01:38:00,Baseball,1,Finished,Los Angeles Angels,Texas Rangers,,,136662
2023-05-06 01:40:00,Baseball,1,Finished,Arizona Diamondbacks,Washington Nationals,,,136667
2023-05-06 01:40:00,Baseball,1,Finished,San Diego Padres,Los Angeles Dodgers,,,136670
2023-05-06 02:10:00,Baseball,1,Finished,Seattle Mariners,Houston Astros,,,136658
2023-05-06 02:15:00,Baseball,1,Finished,San Francisco Giants,Milwaukee Brewers,,,136659
2023-05-06 18:15:00,Baseball,1,Finished,St.Louis Cardinals,Detroit Tigers,,,136657
2023-05-06 18:20:00,Baseball,1,Finished,Chicago Cubs,Miami Marlins,,,136679
2023-05-06 20:10:00,Baseball,1,Finished,Tampa Bay Rays,New York Yankees,,,136674
2023-05-06 20:10:00,Baseball,1,Finished,New York Mets,Colorado Rockies,,,136675
2023-05-06 22:10:00,Baseball,1,Finished,Cleveland Guardians,Minnesota Twins,,,136682
2023-05-06 22:35:00,Baseball,1,Finished,Pittsburgh Pirates,Toronto Blue Jays,,,136684
2023-05-06 22:40:00,Baseball,1,Finished,Cincinnati Reds,Chicago White Sox,,,136678
2023-05-06 23:10:00,Baseball,1,Finished,Kansas City Royals,Oakland Athletics,,,136677
2023-05-06 23:15:00,Baseball,1,Finished,San Francisco Giants,Milwaukee Brewers,,,136671
2023-05-06 23:15:00,Baseball,1,Finished,Atlanta Braves,Baltimore Orioles,,,136680
2023-05-06 23:15:00,Baseball,1,Finished,Philadelphia Phillies,Boston Red Sox,,,136683
2023-05-07 00:10:00,Baseball,1,Finished,Arizona Diamondbacks,Washington Nationals,,,136681
2023-05-07 00:40:00,Baseball,1,Finished,San Diego Padres,Los Angeles Dodgers,,,136685
2023-05-07 01:07:00,Baseball,1,Finished,Los Angeles Angels,Texas Rangers,,,136676
2023-05-07 01:40:00,Baseball,1,Finished,Seattle Mariners,Houston Astros,,,136672
2023-05-07 15:35:00,Baseball,1,Finished,Atlanta Braves,Baltimore Orioles,,,136699
2023-05-07 17:35:00,Baseball,1,Finished,Pittsburgh Pirates,Toronto Blue Jays,,,136686
2023-05-07 17:35:00,Baseball,1,Finished,Philadelphia Phillies,Boston Red Sox,,,136687
2023-05-07 17:40:00,Baseball,1,Finished,Tampa Bay Rays,New York Yankees,,,136689
2023-05-07 17:40:00,Baseball,1,Finished,New York Mets,Colorado Rockies,,,136692
2023-05-07 17:40:00,Baseball,1,Finished,Cleveland Guardians,Minnesota Twins,,,136695
2023-05-07 18:10:00,Baseball,1,Finished,Kansas City Royals,Oakland Athletics,,,136694
2023-05-07 18:15:00,Baseball,1,Finished,St.Louis Cardinals,Detroit Tigers,,,136690
2023-05-07 18:20:00,Baseball,1,Finished,Chicago Cubs,Miami Marlins,,,136698
2023-05-07 20:05:00,Baseball,1,Finished,San Francisco Giants,Milwaukee Brewers,,,136691
2023-05-07 20:07:00,Baseball,1,Finished,Los Angeles Angels,Texas Rangers,,,136688
2023-05-07 20:10:00,Baseball,1,Finished,Seattle Mariners,Houston Astros,,,136693
2023-05-07 20:10:00,Baseball,1,Finished,Cincinnati Reds,Chicago White Sox,,,136696
2023-05-07 20:10:00,Baseball,1,Finished,Arizona Diamondbacks,Washington Nationals,,,136697
2023-05-07 23:10:00,Baseball,1,Finished,San Diego Padres,Los Angeles Dodgers,,,136700
2023-05-08 22:10:00,Baseball,1,Finished,Cleveland Guardians,Detroit Tigers,,,136706
2023-05-08 22:35:00,Baseball,1,Finished,Baltimore Orioles,Tampa Bay Rays,,,136708
2023-05-08 22:35:00,Baseball,1,Finished,Pittsburgh Pirates,Colorado Rockies,,,136710
2023-05-08 23:05:00,Baseball,1,Finished,New York Yankees,Oakland Athletics,,,136703
2023-05-08 23:40:00,Baseball,1,Finished,Kansas City Royals,Chicago White Sox,,,136705
2023-05-08 23:40:00,Baseball,1,Finished,Chicago Cubs,St.Louis Cardinals,,,136707
2023-05-08 23:40:00,Baseball,1,Finished,Milwaukee Brewers,Los Angeles Dodgers,,,136711
2023-05-09 01:38:00,Baseball,1,Finished,Los Angeles Angels,Houston Astros,,,136704
2023-05-09 01:40:00,Baseball,1,Finished,Seattle Mariners,Texas Rangers,,,136701
2023-05-09 01:40:00,Baseball,1,Finished,Arizona Diamondbacks,Miami Marlins,,,136709
2023-05-09 01:45:00,Baseball,1,Finished,San Francisco Giants,Washington Nationals,,,136702
2023-05-09 22:10:00,Baseball,1,Finished,Cleveland Guardians,Detroit Tigers,,,136718
2023-05-09 22:35:00,Baseball,1,Finished,Baltimore Orioles,Tampa Bay Rays,,,136717
2023-05-09 22:35:00,Baseball,1,Finished,Pittsburgh Pirates,Colorado Rockies,,,136723
2023-05-09 22:40:00,Baseball,1,Finished,Cincinnati Reds,New York Mets,,,136719
2023-05-09 22:40:00,Baseball,1,Finished,Philadelphia Phillies,Toronto Blue Jays,,,136724
2023-05-09 23:05:00,Baseball,1,Finished,New York Yankees,Oakland Athletics,,,136715
2023-05-09 23:20:00,Baseball,1,Finished,Atlanta Braves,Boston Red Sox,,,136722
2023-05-09 23:40:00,Baseball,1,Finished,Kansas City Royals,Chicago White Sox,,,136712
2023-05-09 23:40:00,Baseball,1,Finished,Chicago Cubs,St.Louis Cardinals,,,136720
2023-05-09 23:40:00,Baseball,1,Finished,Milwaukee Brewers,Los Angeles Dodgers,,,136725
2023-05-09 23:40:00,Baseball,1,Finished,Minnesota Twins,San Diego Padres,,,136726
2023-05-10 01:38:00,Baseball,1,Finished,Los Angeles Angels,Houston Astros,,,136716
2023-05-10 01:40:00,Baseball,1,Finished,Seattle Mariners,Texas Rangers,,,136713
2023-05-10 01:40:00,Baseball,1,Finished,Arizona Diamondbacks,Miami Marlins,,,136721
2023-05-10 01:45:00,Baseball,1,Finished,San Francisco Giants,Washington Nationals,,,136714
2023-05-10 16:35:00,Baseball,1,Finished,Pittsburgh Pirates,Colorado Rockies,,,136727
2023-05-10 16:35:00,Baseball,1,Finished,New York Yankees,Oakland Athletics,,,136731
2023-05-10 17:10:00,Baseball,1,Finished,Cleveland Guardians,Detroit Tigers,,,136734
2023-05-10 17:40:00,Baseball,1,Finished,Milwaukee Brewers,Los Angeles Dodgers,,,136728
2023-05-10 19:40:00,Baseball,1,Finished,Seattle Mariners,Texas Rangers,,,136729
2023-05-10 19:40:00,Baseball,1,Finished,Arizona Diamondbacks,Miami Marlins,,,136738
2023-05-10 19:45:00,Baseball,1,Finished,San Francisco Giants,Washington Nationals,,,136730
2023-05-10 20:05:00,Baseball,1,Finished,Philadelphia Phillies,Toronto Blue Jays,,,136740
2023-05-10 20:07:00,Baseball,1,Finished,Los Angeles Angels,Houston Astros,,,136732
2023-05-10 22:35:00,Baseball,1,Finished,Baltimore Orioles,Tampa Bay Rays,,,136736
2023-05-10 22:40:00,Baseball,1,Finished,Cincinnati Reds,New York Mets,,,136747
2023-05-10 23:20:00,Baseball,1,Finished,Atlanta Braves,Boston Red Sox,,,136737
